0,0,225,173,129
0,1,224,173,130
0,2,225,172,129
0,3,223,170,126
0,4,224,171,127
0,5,224,171,127
0,6,223,170,126
0,7,224,171,127
0,8,224,171,127
0,9,225,173,129
0,10,224,173,129
0,11,224,173,128
0,12,224,173,128
0,13,224,170,126
0,14,222,166,121
0,15,223,166,122
0,16,222,166,121
0,17,222,165,122
0,18,222,164,122
0,19,223,164,122
0,20,222,164,122
0,21,223,164,122
0,22,223,165,122
0,23,223,163,122
0,24,222,161,118
0,25,223,163,121
0,26,222,166,123
0,27,222,168,124
0,28,223,170,127
0,29,224,170,125
0,30,223,169,123
0,31,223,169,124
0,32,223,169,125
0,33,223,169,125
0,34,224,170,126
0,35,224,170,126
0,36,223,169,125
0,37,223,167,123
0,38,222,165,121
0,39,222,166,122
0,40,223,167,124
0,41,223,167,123
0,42,223,165,123
0,43,224,169,127
0,44,226,175,134
0,45,226,175,132
0,46,224,172,128
0,47,224,170,127
0,48,223,170,127
0,49,224,170,128
0,50,223,170,126
0,51,223,170,126
0,52,224,171,127
0,53,225,173,131
0,54,223,171,128
0,55,223,169,127
0,56,225,171,130
0,57,225,176,135
0,58,226,177,137
0,59,226,176,135
0,60,225,175,133
0,61,226,176,135
0,62,225,176,135
0,63,225,174,134
0,64,225,174,134
0,65,225,174,131
0,66,227,176,136
0,67,226,177,135
0,68,225,173,130
0,69,224,171,129
0,70,224,171,130
0,71,225,175,135
0,72,226,175,135
0,73,225,174,134
0,74,226,176,136
0,75,226,178,138
0,76,226,177,137
0,77,226,175,135
0,78,225,173,132
0,79,225,172,132
0,80,226,173,133
0,81,226,173,133
0,82,225,171,131
0,83,224,169,129
0,84,224,167,128
0,85,224,166,126
0,86,225,170,130
0,87,226,176,136
0,88,226,176,136
0,89,226,174,135
0,90,225,173,133
0,91,224,171,130
0,92,224,170,129
0,93,224,171,130
0,94,224,170,130
0,95,224,165,125
0,96,223,164,122
0,97,224,165,127
0,98,224,166,128
0,99,224,166,127
0,100,224,165,127
0,101,224,165,126
0,102,223,164,124
0,103,223,165,126
0,104,225,167,128
0,105,224,166,128
0,106,224,164,125
0,107,223,163,123
0,108,223,163,123
0,109,222,160,120
0,110,221,157,116
0,111,220,155,112
0,112,221,155,114
0,113,222,157,118
0,114,222,158,120
0,115,223,161,122
0,116,222,159,120
0,117,221,156,116
0,118,221,153,113
0,119,220,153,112
0,120,220,151,111
0,121,219,147,106
0,122,218,144,103
0,123,218,143,103
0,124,218,144,104
0,125,217,142,100
0,126,217,140,99
0,127,217,140,99
1,0,224,173,129
1,1,225,174,131
1,2,224,173,129
1,3,224,171,127
1,4,224,171,127
1,5,224,171,127
1,6,224,171,127
1,7,224,172,128
1,8,224,171,127
1,9,224,172,129
1,10,224,174,130
1,11,223,170,126
1,12,225,172,128
1,13,224,173,128
1,14,224,171,126
1,15,222,166,121
1,16,223,165,120
1,17,223,166,123
1,18,222,163,121
1,19,222,163,121
1,20,223,167,124
1,21,223,165,122
1,22,223,164,120
1,23,223,165,122
1,24,223,164,120
1,25,223,164,121
1,26,223,166,122
1,27,223,168,124
1,28,224,170,126
1,29,223,169,124
1,30,223,167,121
1,31,223,167,123
1,32,223,167,123
1,33,223,167,124
1,34,223,169,125
